machine_id,date,efficiency_pct,defect_rate_pct,downtime_pct,failure_flag,efficiency_pct_lag3_mean,efficiency_pct_lag3_trend,defect_rate_pct_lag3_mean,defect_rate_pct_lag3_trend,downtime_pct_lag3_mean,downtime_pct_lag3_trend,failure_probability,risk_band
M1,2026-01-03,93.96,2.26,2.85,False,95.35,-2.1400000000000006,1.875,-0.345,4.34,0.5200000000000005,0.0,LOW
M1,2026-01-04,97.55,1.34,3.89,False,94.88666666666666,-0.9266666666666623,2.0033333333333334,0.2566666666666664,3.8433333333333337,-0.9933333333333336,0.0,LOW
M1,2026-01-05,95.49,1.85,3.33,False,94.90666666666665,2.643333333333345,1.71,-0.3699999999999999,3.866666666666667,0.023333333333332984,0.0,LOW
M1,2026-01-06,94.52,2.29,2.64,False,95.66666666666667,-0.17666666666667652,1.8166666666666664,0.03333333333333366,3.356666666666667,-0.02666666666666684,0.0,LOW
M1,2026-01-07,95.61,1.49,4.72,False,95.85333333333334,-1.3333333333333428,1.8266666666666664,0.4633333333333336,3.286666666666667,-0.646666666666667,0.0,LOW
M1,2026-01-08,94.81,2.11,4.79,False,95.20666666666666,0.403333333333336,1.8766666666666667,-0.3866666666666667,3.563333333333334,1.1566666666666658,0.0,LOW
M1,2026-01-09,95.09,2.52,3.68,False,94.98,-0.1700000000000017,1.963333333333333,0.14666666666666694,4.050000000000001,0.7399999999999993,0.0,LOW
M1,2026-01-10,93.56,1.66,4.86,False,95.17,-0.0799999999999983,2.0399999999999996,0.4800000000000004,4.396666666666667,-0.7166666666666672,0.0,LOW
M1,2026-01-11,94.29,1.9,2.78,False,94.48666666666666,-0.9266666666666623,2.0966666666666662,-0.4366666666666663,4.443333333333334,0.4166666666666661,0.0,LOW
M1,2026-01-12,95.38,1.38,4.51,False,94.31333333333333,-0.023333333333326323,2.0266666666666664,-0.12666666666666648,3.773333333333334,-0.9933333333333341,0.0,LOW
M1,2026-01-13,96.8,1.3,3.96,False,94.41000000000001,0.9699999999999847,1.6466666666666663,-0.2666666666666664,4.05,0.45999999999999996,0.0,LOW
M1,2026-01-14,94.52,1.87,3.68,False,95.49000000000001,1.309999999999988,1.5266666666666662,-0.22666666666666613,3.75,0.20999999999999996,0.0,LOW
M1,2026-01-15,92.52,2.16,2.36,False,95.56666666666666,-1.0466666666666669,1.5166666666666664,0.3533333333333337,4.050000000000001,-0.37000000000000055,0.0,LOW
M1,2026-01-16,92.98,2.09,5.35,False,94.61333333333333,-2.0933333333333337,1.7766666666666666,0.3833333333333335,3.333333333333334,-0.973333333333334,0.0,LOW
M1,2026-01-17,95.02,1.8,2.85,False,93.33999999999999,-0.3599999999999852,2.0399999999999996,0.050000000000000266,3.796666666666667,1.5533333333333328,0.0,LOW
M1,2026-01-18,91.92,2.57,5.62,False,93.50666666666666,1.5133333333333354,2.0166666666666666,-0.21666666666666656,3.520000000000001,-0.6700000000000008,0.0,LOW
M1,2026-01-19,94.18,2.36,3.89,False,93.30666666666667,-1.3866666666666703,2.153333333333333,0.41666666666666696,4.606666666666667,1.0133333333333328,0.004,LOW
M1,2026-01-20,91.32,2.38,5.14,False,93.70666666666666,0.4733333333333434,2.2433333333333327,0.11666666666666714,4.120000000000001,-0.23000000000000087,0.0,LOW
M1,2026-01-21,94.35,2.24,4.24,False,92.47333333333334,-1.1533333333333502,2.436666666666666,-0.0566666666666662,4.883333333333334,0.25666666666666593,0.004,LOW
M1,2026-01-22,93.09,1.59,4.17,False,93.28333333333335,1.0666666666666487,2.326666666666666,-0.086666666666666,4.423333333333334,-0.18333333333333357,0.0,LOW
M1,2026-01-23,95.09,1.62,3.4,False,92.92,0.1700000000000017,2.07,-0.47999999999999976,4.516666666666667,-0.3466666666666667,0.0,LOW
M1,2026-01-24,95.27,2.31,3.96,False,94.17666666666666,0.9133333333333411,1.8166666666666664,-0.19666666666666632,3.9366666666666674,-0.5366666666666675,0.0,LOW
M1,2026-01-25,96.57,2.11,3.82,False,94.48333333333333,0.7866666666666617,1.8399999999999996,0.4700000000000004,3.8433333333333337,0.11666666666666625,0.0,LOW
M1,2026-01-26,93.04,2.52,3.89,False,95.64333333333333,0.9266666666666623,2.013333333333333,0.09666666666666668,3.726666666666667,0.09333333333333282,0.0,LOW
M1,2026-01-27,92.98,1.96,3.33,False,94.96,-1.9199999999999875,2.313333333333333,0.206666666666667,3.8900000000000006,-4.440892098500626e-16,0.0,LOW
M1,2026-01-28,94.63,2.53,3.68,False,94.19666666666667,-1.2166666666666686,2.196666666666666,-0.23666666666666591,3.680000000000001,-0.350000000000001,0.0,LOW
M1,2026-01-29,93.49,1.95,3.12,False,93.55000000000001,1.079999999999984,2.336666666666666,0.1933333333333338,3.633333333333334,0.04666666666666597,0.0,LOW
M1,2026-01-30,94.86,2.53,4.24,False,93.7,-0.21000000000000796,2.146666666666666,-0.1966666666666661,3.3766666666666674,-0.25666666666666726,0.0,LOW
M1,2026-01-31,92.99,1.67,2.15,False,94.32666666666665,0.5333333333333456,2.336666666666666,0.1933333333333338,3.680000000000001,0.5599999999999992,0.0,LOW
M1,2026-02-01,95.84,1.87,3.26,False,93.77999999999999,-0.789999999999992,2.0499999999999994,-0.37999999999999945,3.1700000000000004,-1.0200000000000005,0.015,LOW
M1,2026-02-02,92.75,2.58,4.31,False,94.56333333333333,1.2766666666666708,2.023333333333333,-0.15333333333333288,3.2166666666666672,0.04333333333333256,0.0,LOW
